marketTokenAddress,indexTokenAddress,longTokenAddress,shortTokenAddress,isSameCollaterals,isSpotOnly,name,data,isDisabled,longInterestUsd,shortInterestUsd,longInterestInTokens,shortInterestInTokens,longPoolAmount,shortPoolAmount,maxLongPoolAmountForDeposit,maxShortPoolAmountForDeposit,maxLongPoolAmount,maxShortPoolAmount,poolValueMin,poolValueMax,reserveFactorLong,reserveFactorShort,openInterestReserveFactorLong,openInterestReserveFactorShort,maxOpenInterestLong,maxOpenInterestShort,totalBorrowingFees,positionImpactPoolAmount,minPositionImpactPoolAmount,positionImpactPoolDistributionRate,swapImpactPoolAmountLong,swapImpactPoolAmountShort,borrowingFactorLong,borrowingFactorShort,borrowingExponentFactorLong,borrowingExponentFactorShort,fundingFactor,fundingExponentFactor,fundingIncreaseFactorPerSecond,fundingDecreaseFactorPerSecond,thresholdForDecreaseFunding,thresholdForStableFunding,minFundingFactorPerSecond,maxFundingFactorPerSecond,pnlLongMax,pnlLongMin,pnlShortMax,pnlShortMin,netPnlMax,netPnlMin,maxPnlFactorForTradersLong,maxPnlFactorForTradersShort,minCollateralFactor,minCollateralFactorForOpenInterestLong,minCollateralFactorForOpenInterestShort,claimableFundingAmountLong,claimableFundingAmountShort,positionFeeFactorForPositiveImpact,positionFeeFactorForNegativeImpact,positionImpactFactorPositive,positionImpactFactorNegative,maxPositionImpactFactorPositive,maxPositionImpactFactorNegative,maxPositionImpactFactorForLiquidations,positionImpactExponentFactor,swapFeeFactorForPositiveImpact,swapFeeFactorForNegativeImpact,swapImpactFactorPositive,swapImpactFactorNegative,swapImpactExponentFactor,borrowingFactorPerSecondForLongs,borrowingFactorPerSecondForShorts,fundingFactorPerSecond,longsPayShorts,virtualPoolAmountForLongToken,virtualPoolAmountForShortToken,virtualInventoryForPositions,virtualMarketId,virtualLongTokenId,virtualShortTokenId
0x1CbBa6346F110c8A5ea739ef2d1eb182990e4EB2,0xba5DdD1f9d7F570dc94a51479a000E3BCE967196,0xba5DdD1f9d7F570dc94a51479a000E3BCE967196,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,AAVE/USD [AAVE-USDC],,false,64751526347262273667828253180201698,62878081136444847999006325230035900,678369451154959285259,600095140542905117006,7864742168019489225263,364238488282,24000000000000000000000,3000000000000,27800000000000000000000,3500000000000,1079152055890408124573277281437260055,1079545491949596207928639531169260055,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,371021591202621985023682941419457,18092347149085235303,7230000000000000000,21940000000000000000000000000000000000000000,46015874313571670069,6994916881,23000000000000000000000,23000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,-2505150055452279434174730354201698,-2478712641201868360909616606201698,7790675845247320249784576514035900,7814062753064558348004534346035900,5285525789795040815609846159834202,5335350111862689987094917739834202,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,250000000000000000000,500000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2200000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,4000000000000000000000,8000000000000000000000,2000000000000000000000000000000,1984696226423922329079,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x248C35760068cE009a13076D573ed3497A47bCD4,0x7D7F1765aCbaF847b9A1f7137FE8Ed4931FbfEbA,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,ATOM/USD [WETH-USDC],,false,236891042100977391374544015144504001,209783675752587263918578400000000000,18326213455,23560944779,120302451883747924495,422727472737,770000000000000000000,3000000000000,900000000000000000000,3500000000000,886058385308744587533981442772988083,886197526341655078570391281927238083,950000000000000000000000000000,950000000000000000000000000000,900000000000000000000000000000,900000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,2965456673375707949170275845609655,913795474,611000000,108840000000000000000000000000000,9755396927547667,0,21500000000000000000000,21500000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,-83846989371412414724544015144504001,-83824025343118357874544015144504001,12994331452210931618578400000000000,13023854965285153148578400000000000,-70852657919201483105965615144504001,-70800170377833204725965615144504001,600000000000000000000000000000,600000000000000000000000000000,10000000000000000000000000000,5000000000000000000000,5000000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,13000000000000000000000,26000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,8262467807861971931022,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x0000000000000000000000000000000000000000000000000000000000000000
0x63Dc80EE90F26363B3FCD609007CC9e14c8991BE,0x1FF7F3EFBb9481Cbd7db4F932cBCD4467144237C,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,NEAR/USD [WETH-USDC],,false,615556284768128758630545704479160166,596032429092738661362762347613415296,89874387881623828261506425038,86171169440573928229733832516,219603905830164660530,664747409401,1363000000000000000000,4500000000000,1515000000000000000000,5000000000000,1352087313552693699980727342760063682,1352531570152562015103237702091791286,950000000000000000000000000000,950000000000000000000000000000,900000000000000000000000000000,900000000000000000000000000000,2500000000000000000000000000000000000,2500000000000000000000000000000000000,3621814192537254173368746987867999,4861695670121711950940815223,4361000000000000000000000000,1326000000000000000000000000000000000000000000000000,29748786097289498,0,30000000000000000000000,30000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,28580553256111866802103502775763836,28729025744892309366391511389926612,-21705504582156315729505699292841900,-21563149810240487600070179001525468,6875048673955551072597803482921936,7165875934651821766321332388401144,600000000000000000000000000000,600000000000000000000000000000,10000000000000000000000000000,5000000000000000000000,5000000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,13000000000000000000000,26000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,26584200611452041411919,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x0000000000000000000000000000000000000000000000000000000000000000
0x7BbBf946883a5701350007320F525c5379B8178A,0x565609fAF65B92F7be02468acF86f8979423e514,0x565609fAF65B92F7be02468acF86f8979423e514,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,AVAX/USD [AVAX-USDC],,false,185190669045023518275282419731180405,179738805423722222583792297287278442,5374148839393028734122,4762091641013401776633,24524466435110176145847,812977783569,71500000000000000000000,3000000000000,83300000000000000000000,3500000000000,1647895115950571211414514572071633942,1648307857314209886889302560097633942,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,2500000000000000000000000000000000000,2500000000000000000000000000000000000,579362924246626028914276774177746,179510173522634965007,79000000000000000000,328600000000000000000000000000000000000000000,29727615288819887872,1485368928,16000000000000000000000,16000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,2568473310209883760127995120819595,2619602962267869035504431828819595,13318084087059690963834378947278442,13363390626932292468337265309278442,15886557397269574723962374068098037,15982993589200161503841697138098037,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,10000000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,5000000000000000000000,10000000000000000000000,2000000000000000000000000000000,3507101654954862169801,0,3048571330497272670636,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x4fDd333FF9cA409df583f306B6F5a7fFdE790739,0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,false,false,OP/USD [OP-USDC],,false,446128855592420000978057240126726157,330223191825333084858523971452227334,179545609404353374770048,126895753326901961782678,172756712660679688278703,329323454544,500000000000000000000000,2000000000000,750000000000000000000000,3000000000000,770618394356674719403944977234449084,771177208432399397423486310019559084,1050000000000000000000000000000,1050000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000000000,1000000000000000000000000000000000000,2065307228633733075739694111555971,971062655862734124528,311000000000000000000,420000000000000000000000000000000000000000000,338668055193806533906,2057647113,16000000000000000000000,16000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,1160000000000000000,0,0,50000000000000000000000000000,300000000000000000000,15000000000000000000000,42589199497291083640771189611513843,42785843235079013587420589282553843,-15322428733888393740873012398852666,-15183448697972170905269769972912666,27266770763402689899898177212661177,27602394537106842682150819309641177,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,3800000000000000000000,3800000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,250000000000000000000,500000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2200000000000000000000000000000,500000000000000000000000000,700000000000000000000000000,4000000000000000000000,8000000000000000000000,2000000000000000000000000000000,16635449912274733227360,0,15000000000000000000000,true,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x7C11F78Ce78768518D743E81Fdfa2F860C6b9A77,0x47904963fc8b2340414262125aF798B9655E58Cd,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,true,false,BTC/USD [BTC],,false,1029698714916013189496174913600000000,1017327727738312484991759032100000000,1579466406,1579136854,4906775767,4906775767,100000000000,100000000000,100000000000,100000000000,6252736661645082715828407124833081242,6252920505024603325656407124833081242,500000000000000000000000000000,500000000000000000000000000000,450000000000000000000000000000,450000000000000000000000000000,20000000000000000000000000000000000000,20000000000000000000000000000000000000,4691744361807919180938481481081338,8056291,5000000,7270400000000000000000000000000,0,0,35300000000000000000000,35300000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,790000000000000000,0,0,50000000000000000000000000000,300000000000000000000,10000000000000000000000,-24941362114445929496174913600000000,-24918991561550378930174913600000000,12757649341243538697759032100000000,12780015226575144991759032100000000,-12183712773202390798415881500000000,-12138976334975233938415881500000000,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,200000000000000000000,200000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,90000000000000000000,150000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,0,0,0,0,1000000000000000000000000000000,11363145199135777559345,0,2295814330180751224063,true,0,0,-1018280979324122622566403054219536634,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0x450bb6774Dd8a756274E0ab4107953259d2ac541,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,true,false,ETH/USD [WETH],,false,686368242240605771301057770490103024,474299606769731280897151490678663278,209255470449926160148,147181984356326508750,702036129712125259206,702036129712125259206,20000000000000000000000,20000000000000000000000,20000000000000000000000,20000000000000000000000,4653851078616798946960755833410981237,4654484171427729527837466882360631237,400000000000000000000000000000,400000000000000000000000000000,350000000000000000000000000000,350000000000000000000000000000,20000000000000000000000000000000000000,20000000000000000000000000000000000000,662637480933213793295938288637288,507300596243288461,500000000000000000,464770000000000000000000000000000000000000,0,0,45000000000000000000000,45000000000000000000000,1000000000000000000000000000000,1000000000000000000000000000000,20000000000000000000000,1000000000000000000000000000000,790000000000000000,0,0,50000000000000000000000000000,300000000000000000000,10000000000000000000000,6439351151402410732654306095696976,6514579361439361554421076709896976,-13046642246028027202785759321336722,-12993729711846692744135123008836722,-6607291094625616470131453225639746,-6479150350407331189714046298939746,900000000000000000000000000000,900000000000000000000000000000,10000000000000000000000000000,200000000000000000000,200000000000000000000,0,0,500000000000000000000000000,700000000000000000000000000,90000000000000000000,150000000000000000000,5000000000000000000000000000,5000000000000000000000000000,0,2000000000000000000000000000000,0,0,0,0,1000000000000000000000000000000,13414578335496265854715,0,10000000000000000000000,true,0,0,-461707112804159514314730604507086870,0x0000000000000000000000000000000000000000000000000000000000000000,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051,0x3c48977e4fc47fa4616e13af7ceb68b0d545dce7b1fb9ec7b85bb6e00870a051
0x9C2433dFD71096C435Be9465220BB2B189375eA7,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,false,true,SWAP-ONLY [USDC-USDC.e],,false,0,0,0,0,94941684369,122792712236,10000000000000,10000000000000,10000000000000,10000000000000,217728813895071047800000000000000000,217750580802699649650000000000000000,0,0,0,0,0,0,0,0,0,0,7429583,480395464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,1500000000000000000000,1500000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0xB686BcB112660343E6d15BDb65297e110C8311c4,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,false,true,SWAP-ONLY [USDC-USDT],,false,0,0,0,0,553441134824,562894966090,10000000000000,10000000000000,10000000000000,10000000000000,1116106822887810462740000000000000000,1116198671023458737220000000000000000,0,0,0,0,0,0,0,0,0,0,8222592,274185697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
0xe2fEDb9e6139a182B98e7C2688ccFa3e9A53c665,0x0000000000000000000000000000000000000000,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,false,true,SWAP-ONLY [USDC-DAI],,false,0,0,0,0,248565323011,255200218318090471889783,10000000000000,10000000000000000000000000,10000000000000,10000000000000000000000000,503837335941079300961322840532900000,503896126645457016664084181671900000,0,0,0,0,0,0,0,0,0,0,30994140,134281369623986318341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000000000000000000000,200000000000000000000000000,5000000000000000000000,5000000000000000000000,2000000000000000000000000000000,0,0,0,false,0,0,0,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
